о	0,102500
а	0,086800
и	0,081700
е	0,075500
н	0,067200
т	0,059900
с	0,059800
р	0,057200
в	0,049300
л	0,039600
к	0,039100
д	0,031000
м	0,027600
п	0,026900
у	0,023000
я	0,019500
г	0,018700
ы	0,016600
й	0,016100
б	0,015500
з	0,015000
ь	0,013400
ч	0,010800
х	0,008900
ж	0,007500
ю	0,006400
ц	0,006300
ш	0,005100
ф	0,004500
щ	0,003000
ё	0,002600
э	0,002500
ъ	0,000400
